# LAMMPS data file written by OVITO Basic 3.8.4

2532 atoms
7 atom types

-14.77045 14.77045 xlo xhi
-14.7806 14.7806 ylo yhi
-14.77045 14.77045 zlo zhi

Masses

1 1.00794  # Hw
2 15.9994  # Ow
3 18.9984032  # F
4 12.0107  # C
5 15.9994  # O
6 1.00794  # H
7 32.065  # S

Atoms  # full

1281 1 3 -0.192108 -12.2409011362 -12.8645937781 -12.6082599522
1282 1 3 -0.192251 -11.2322477843 -10.4000144556 -12.4275553128
2158 1 2 -0.83 -14.3349491899 -10.9314065868 -13.9622671037
1283 1 3 -0.192251 -9.8029704196 -11.963985215 -12.2507057609
1533 1 1 0.415 -13.4945194472 14.518392156 -13.5687202798
1531 1 2 -0.83 -13.681439492 14.7759588916 -14.4707989268
1532 1 1 0.415 -14.4797651807 -14.2422580307 -14.4462297602
1275 1 3 -0.164723 14.7012061304 -13.2362874386 -11.9407330972
1271 1 4 0.459642 -14.3120549924 -13.1245697515 -10.6967303491
1274 1 3 -0.164723 -13.8209670708 -14.3189870814 -10.3334659018
1272 1 4 0.409096 -13.2048443359 -12.0358366678 -10.5998952789
1278 1 4 0.387411 -11.9043387084 -12.4332958701 -11.3674564836
1280 1 3 -0.192108 -11.3321255672 -13.488332142 -10.7484269241
1276 1 3 -0.188955 -13.6929397643 -10.8896957336 -11.0932578498
1279 1 4 0.384646 -10.7947175144 -11.3500818624 -11.5633126506
1287 1 3 -0.192254 -11.0178990139 -9.58078492 -10.0078070202
1284 1 4 0.384511 -10.2379010903 -10.6612763412 -10.2606771242
1286 1 3 -0.192254 -10.3328750838 -11.4718444452 -9.1868358683
1903 1 2 -0.83 -7.5602252916 -10.8308098232 -13.8770327449
2159 1 1 0.415 -13.4746147888 -11.1802232072 -14.5540599534
2227 1 2 -0.83 -13.743247917 -8.6868837932 -12.5410396343
2228 1 1 0.415 -13.8431256999 -9.3605244188 -13.0529007167
1288 1 3 -0.192254 -8.5717943303 -9.5613632116 -11.5263865256
2111 1 1 0.415 -13.6038030527 -7.2190815296 -12.4209470135
2229 1 1 0.415 -13.7884514022 -8.6815036548 -11.7199680433
1285 1 4 0.384508 -8.739379856 -10.2185382488 -10.3588415349
2328 1 1 0.415 -9.5158328716 -8.8075230504 -13.4448139289
1289 1 3 -0.192254 -7.9545076839 -11.3149040344 -10.4867536319
1291 1 4 0.384508 -7.4769494945 -8.0779526344 -9.5062025382
1290 1 4 0.384508 -8.2047781887 -9.393662524 -9.113958468
2313 1 1 0.415 -12.9574097575 -13.9102857547 13.54745674
1860 1 1 0.415 -8.9257238532 -14.5764952858 -12.2090265051
1273 1 3 -0.164723 14.2031465564 -12.8804504058 -9.8567939394
1277 1 3 -0.188955 -12.9516404197 -11.808664758 -9.2918537678
1600 1 2 -0.83 -8.7984321151 -13.8368527778 -9.0913301386
1602 1 1 0.415 -9.543778563 -13.5081854439 -8.6175236435
1971 1 1 0.415 -7.532634091 -12.1022725086 -6.9896428081
1645 1 2 -0.83 -13.8511283297 -8.5351757148 -9.6884108094
1292 1 3 -0.192254 -9.1754330809 -9.1411211924 -8.2041578298
1647 1 1 0.415 -13.0376310255 -8.2210879648 -9.2552230518
