  30.449   46.670   86.525
  30.173   47.178   85.144
  31.759   46.642   86.742
  29.954   45.444   86.653
  29.884   47.470   87.422
  30.678   48.402   85.025
  30.750   46.373   84.259
  28.699   47.224   84.889
  28.389   48.020   83.649
  28.236   45.985   84.750
  28.108   47.800   85.928
  29.440   48.777   83.355
  27.338   48.796   83.893
  28.068   47.138   82.471
  27.864   47.972   81.227
  26.956   46.459   82.733
  29.071   46.288   82.269
  29.053   48.215   80.691
  27.293   49.121   81.573
  26.985   47.277   80.208
  27.162   47.871   78.823
  27.306   45.988   80.165
  25.715   47.406   80.580
  27.200   49.194   78.936
  28.320   47.438   78.335
  26.039   47.487   77.870
  26.336   47.923   76.446
  25.882   46.167   77.898
  24.916   48.073   78.272
  26.532   49.236   76.451
  27.449   47.315   76.046
  25.213   47.593   75.464
  25.482   48.168   74.079
  25.094   46.273   75.367
  24.073   48.108   75.915
  25.187   49.462   74.103
  26.775   48.016   73.815
  24.685   47.489   72.956
  23.893   48.469   72.065
  23.828   46.548   73.516
  25.556   46.849   72.185
  24.387   49.688   72.248
  22.619   48.451   72.448
  23.967   48.148   70.556
  24.256   45.288   73.116
  25.522   45.127   73.480
  24.164   45.203   71.796
  23.434   44.192   73.724
  23.936   43.878   75.102
  25.202   43.477   75.041
  23.851   44.966   75.861
  23.200   42.907   75.632
  23.526   43.096   72.863
  23.548   41.812   73.408
  24.329   41.808   74.484
  24.034   40.972   72.500
  22.176   41.359   73.789
  21.319   41.707   72.836
  21.825   41.938   74.934
  22.163   39.602   73.997
  22.491   38.988   72.774
  23.114   39.249   74.967
  20.699   39.092   74.475
  22.167   44.583   73.805
  23.011   48.986   69.667
  23.690   46.859   70.386
  25.215   48.384   70.162
  23.267   50.268   69.889
  21.760   48.721   70.031
  23.161   48.716   68.150
  22.201   49.533   67.244
  22.959   47.423   67.932
  24.408   49.031   67.811
  22.519   50.813   67.367
  20.954   49.353   67.675
  22.263   49.155   65.738
  21.424   50.061   64.793
  21.843   47.904   65.601
  23.532   49.240   65.353
  21.962   51.275   64.815
  20.181   50.131   65.265
  21.359   49.591   63.308
  20.547   50.516   62.351
  22.603   49.494   62.846
  20.791   48.390   63.283
  19.272   50.445   62.710
  20.980   51.761   62.520
